Gender,10percentage,12percentage,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,74.67,73.2,computer engineering,69.64,Uttar Pradesh,2012,605,560,750,0.979521744,625,-1,-1,-1,-1,-1,-1,-1.3447,0.8128,0.2366,-1.1128,0.0679,150000
m,85.3,92.2,electronics and communication engineering,70.24,Andhra Pradesh,2013,595,690,465,-1,465,-1,346,-1,-1,-1,-1,-0.3027,-0.6201,-1.2196,-0.3612,-0.4776,330000
m,76.8,64,electrical engineering,70.44,Bihar,2013,360,585,575,0.557389506,-1,-1,-1,-1,420,-1,-1,0.2718,1.5444,1.7007,-1.8824,1.0554,180000
f,61.4,62.8,computer engineering,69.98,Uttar Pradesh,2011,375,505,435,0.3423149,365,-1,-1,-1,-1,-1,-1,-0.1082,0.6568,0.2366,-0.0552,0.0284,300000
f,79,91.2,electronics and communication engineering,78,Telangana,2014,675,640,560,0.493596387,355,324,-1,-1,-1,-1,-1,-0.159,0.3789,-1.6807,0.9066,-0.6692,200000
f,77.4,68.8,electronics and electrical engineering,75.16,Uttar Pradesh,2013,625,500,560,0.758379883,-1,433,-1,-1,473,-1,-1,0.1282,-0.2871,1.2396,-0.3612,-0.8608,105000
f,82,66,computer engineering,63,Maharashtra,2013,615,500,455,0.864685413,525,-1,-1,-1,-1,-1,-1,0.8192,1.3198,0.3817,-0.9953,0.3444,360000
m,73,64,information technology,67,Uttar Pradesh,2012,505,465,555,0.525922584,415,-1,-1,-1,-1,-1,-1,-0.5719,-1.0593,1.1074,1.2374,-0.4455,460000
m,75,74,electrical engineering,59,Kerala,2011,720,545,405,-1,485,-1,407,-1,-1,-1,-1,-0.0154,0.2124,0.6248,0.0192,-0.6692,100000
m,84,87.7,electronics and communication engineering,70.02,Telangana,2013,510,420,320,-1,385,-1,284,-1,-1,-1,-1,1.9953,0.5454,0.1637,0.5262,0.6721,150000
m,91.6,86.6,electronics and communication engineering,72,Kerala,2013,695,520,680,0.824666401,-1,400,-1,-1,-1,366,-1,0.0464,1.5928,-0.6343,-1.671,0.0284,370000
f,87,67.23,computer engineering,75.08,Rajasthan,2012,295,305,375,0.013962304,-1,-1,-1,-1,-1,-1,-1,0.2782,0.6568,0.2366,2.2949,-0.7615,180000
m,74,73,electronics and communication engineering,65.95,Uttar Pradesh,2015,420,375,430,0.649389715,-1,356,-1,-1,-1,-1,-1,0.2718,0.3789,1.3933,1.1601,0.8637,320000
m,73.07,67.5,electronics & telecommunications,61.93,Maharashtra,2014,580,640,635,0.649389715,-1,356,-1,-1,-1,-1,-1,-0.159,0.0459,-0.2974,-1.1218,-1.8189,300000
m,75.6,59.2,electronics and communication engineering,66.5,Uttar Pradesh,2012,515,465,625,0.538386893,-1,333,-1,-1,-1,260,-1,-0.4173,0.9688,0.672,-1.5828,0.0284,360000
m,63,55,computer application,64,Punjab,2014,520,545,560,0.622642916,445,-1,407,-1,-1,-1,-1,-0.159,0.3789,0.4711,1.4136,-0.2859,105000
m,79.8,81.2,computer engineering,80.26,Madhya Pradesh,2012,515,545,665,0.942116551,575,-1,-1,-1,-1,-1,-1,-0.881,0.3448,-1.6502,0.26793,-0.1295,490000
m,82.6,68.4,electronics and communication engineering,72,Punjab,2013,570,500,590,-1,-1,-1,-1,-1,-1,-1,-1,0.99,-0.6201,-0.4511,0.3995,-1.0524,350000
m,62.3,75.6,electronics engineering,73.12,Uttar Pradesh,2014,525,460,570,0.943272158,-1,452,-1,-1,-1,-1,-1,-0.0154,1.2114,-0.6048,1.0333,1.4386,180000
m,89.5,94.9,electronics and communication engineering,72.95,Telangana,2012,635,535,645,0.960603252,415,466,-1,-1,-1,526,-1,1.2056,1.1248,0.2366,-0.5253,0.0284,150000
m,64.62,62.5,computer science & engineering,77.7,West Bengal,2013,545,410,560,0.622642916,515,-1,407,-1,-1,-1,-1,-1.5953,0.5454,-2.9102,1.794,1.0554,100000
m,89.6,85.56,electronics & instrumentation eng,66.56,Uttar Pradesh,2013,535,690,620,0.943272158,475,452,-1,-1,-1,-1,-1,-0.0154,0.5454,-0.2974,-0.8682,-0.0943,335000
m,75,84,computer engineering,83.86,Uttarakhand,2012,625,575,725,0.995464719,685,-1,-1,-1,-1,-1,-1,-0.4173,0.0328,-2.1219,-1.34787,0.1864,420000
f,91.12,72,computer science & engineering,74,West Bengal,2014,490,470,585,0.953899775,475,-1,530,-1,-1,-1,-1,1.1336,1.5444,1.547,-1.7556,-0.0943,235000
m,75,66,computer science & engineering,62.5,Punjab,2012,464,575,395,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.881,0.1888,-1.5051,0.8848,-0.8799,60000
m,78.2,82,electronics and communication engineering,67,Haryana,2014,720,530,500,0.649389715,475,356,-1,-1,-1,-1,-1,-1.7389,-1.2861,-1.6807,1.2869,-1.6273,610000
m,76.36,71.5,computer engineering,60.13,Andhra Pradesh,2010,445,465,355,0.635978756,445,-1,-1,-1,-1,-1,-1,0.9737,0.6568,-0.344,-1.2303,-0.6035,115000
m,90.83,88.77,computer engineering,72.6,Rajasthan,2010,675,685,585,0.990008757,655,-1,-1,-1,-1,-1,-1,-0.7264,0.0328,-1.6502,-0.8778,-0.1295,4000000
m,84.4,88,electronics and communication engineering,81.5,Madhya Pradesh,2015,430,555,535,0.943272158,345,452,-1,-1,-1,-1,-1,-0.0154,0.3789,-0.6048,-1.1218,0.8637,180000
f,74.2,65.6,information technology,68.66,Haryana,2012,335,525,475,0.563267824,425,-1,-1,-1,-1,-1,-1,-1.3447,-1.5273,0.8171,-0.0552,-1.2354,350000
m,87.4,75.14,electronics & instrumentation eng,89.4,Orissa,2013,660,380,680,0.538386893,-1,333,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-1.2486,0.2889,250000
m,87,76.8,electronics and electrical engineering,69.93,Punjab,2014,720,620,500,0.938399137,-1,-1,-1,-1,553,-1,-1,-0.4463,-0.1206,-0.1437,0.9066,-1.8189,225000
m,63,56,computer science & engineering,69.4,Madhya Pradesh,2013,430,545,545,0.911395278,-1,-1,500,-1,-1,-1,-1,0.2718,-0.1206,1.2396,0.2727,0.8637,145000
m,78,68,electronics and communication engineering,68.16,Haryana,2014,570,435,270,-1,285,-1,-1,-1,-1,-1,-1,1.5644,0.7119,-1.2196,-0.4879,1.4386,265000
m,83,65,electronics and communication engineering,65,Karnataka,2013,485,385,445,0.783303537,405,388,-1,-1,-1,-1,-1,-0.5899,0.7119,0.6248,0.1459,0.6721,205000
f,69.6,68,electronics and communication engineering,70.29,Punjab,2015,395,505,525,0.783303537,455,388,-1,-1,-1,-1,-1,0.1282,-0.4536,0.1637,0.3995,-0.4776,120000
m,73.5,71.8,information technology,83.9,West Bengal,2013,535,605,665,0.998876108,735,-1,653,-1,-1,-1,-1,1.4208,1.0449,0.6248,0.2727,1.247,340000
f,83.56,65.56,computer science & engineering,83.22,Punjab,2014,415,475,330,0.842248322,445,-1,469,-1,-1,-1,-1,-1.0208,-1.6191,-0.7585,0.3995,0.4805,105000
m,75,70,electronics and electrical engineering,80,Orissa,2011,385,505,545,0.229481755,335,266,-1,-1,-1,-1,-1,0.6646,-0.2793,-0.0537,1.4724,0.0284,280000
m,56,62,computer engineering,62,Orissa,2012,365,355,305,0.3423149,365,300,-1,-1,-1,-1,-1,0.3836,-0.9884,-0.2516,0.4041,-0.8045,100000
m,79.8,66.8,computer science & engineering,73.12,Punjab,2014,580,510,340,0.953899775,375,-1,530,-1,-1,-1,-1,-0.5899,0.0459,1.2396,0.2727,-0.4776,200000
f,88.44,94.6,computer science & engineering,82.2,Punjab,2014,605,485,650,0.911395278,565,-1,500,-1,-1,-1,-1,-0.3027,0.5454,0.7785,0.1459,-0.0943,305000
m,62.8,60,computer science & engineering,70.26,Uttar Pradesh,2012,345,455,554,0.216785486,325,-1,-1,-1,-1,-1,-1,0.2009,-0.6693,0.2729,1.2374,-0.4455,120000
m,55,69,computer application,75,Karnataka,2011,365,305,545,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,1.2525,0.7673,0.3444,505000
m,84,74.8,computer science & engineering,67,Punjab,2014,625,560,620,0.911395278,615,-1,500,-1,-1,-1,-1,-1.7389,0.0459,-1.8344,-0.7415,-0.8608,300000
f,86.8,78.6,electronics and communication engineering,77.4,Rajasthan,2014,570,485,355,0.493596387,495,324,-1,-1,-1,-1,-1,0.99,1.5444,-0.6048,-0.4879,0.4805,325000
m,79,87.9,computer science & engineering,66,Telangana,2013,315,435,355,0.356536488,335,-1,346,-1,-1,-1,-1,0.4155,0.5454,0.9322,-0.6147,0.8637,1500000
f,85,93.4,computer engineering,76.16,Telangana,2012,525,605,595,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.4173,1.0858,-0.2714,-0.40777,0.0284,820000
m,85,80,electronics and communication engineering,63,Uttar Pradesh,2013,660,585,620,0.021969109,-1,164,376,-1,-1,-1,-1,1.2772,-0.6201,-0.1437,-1.6289,-0.0943,305000
m,79,78,electronics and communication engineering,73,Punjab,2014,485,610,575,0.493596387,495,324,-1,-1,-1,-1,-1,-2.0262,0.3789,-1.2196,0.3995,0.6721,180000
m,60,47,information technology,59.9,Uttar Pradesh,2014,395,400,390,0.486747008,305,-1,376,-1,-1,-1,-1,0.8463,-0.2871,0.01,0.2727,0.0973,120000
m,61,48,information technology,68.16,Uttar Pradesh,2011,505,505,445,0.190153406,315,-1,-1,-1,-1,-1,-1,-1.0355,-1.3713,0.2366,-0.5253,0.0284,240000
m,77.88,81.5,electronics & telecommunications,58.54,Maharashtra,2012,630,580,485,0.436962648,395,-1,-1,-1,-1,324,-1,-0.8772,-1.2861,-0.9122,1.9207,0.4805,95000
f,90.8,77,information technology,77,Delhi,2014,520,630,680,0.23780284,425,-1,315,-1,-1,-1,-1,-1.0208,0.8784,1.2396,-0.1076,1.6302,300000
f,74.4,53.33,information science engineering,63.2,Karnataka,2012,404,505,435,0.635978756,445,-1,-1,-1,-1,-1,-1,-0.5332,-0.1232,-0.0537,1.3255,0.5024,200000
m,80.2,79.8,mechanical engineering,75.72,Madhya Pradesh,2012,415,435,554,0.978855302,-1,-1,-1,564,-1,-1,-1,0.9737,1.4368,0.0914,-0.43717,-0.4455,415000
m,81.83,89.1,electronics and electrical engineering,65.4,Andhra Pradesh,2014,465,510,450,-1,-1,-1,-1,-1,-1,-1,-1,0.8463,1.2114,0.3174,-1.6289,-0.2859,110000
m,71,61,mechanical engineering,74.43,Uttar Pradesh,2013,440,435,485,0.755375121,-1,-1,-1,446,-1,-1,-1,1.4208,1.0449,1.2396,0.5262,1.247,210000
m,59.33,72.77,computer application,75.96,Uttar Pradesh,2014,545,630,500,0.842248322,465,-1,469,-1,-1,-1,-1,0.1282,0.0459,1.8543,-0.1076,0.4805,120000
m,81.6,75.6,electronics and communication engineering,82.1,Punjab,2011,555,554,605,0.694479328,-1,366,-1,-1,-1,-1,-1,-1.8083,-0.4353,0.672,-1.3478,-0.9194,700000
f,85.06,76.5,mechatronics,83.5,Maharashtra,2014,605,640,695,0.991397584,435,516,-1,-1,-1,-1,-1,-1.5953,-1.1196,-1.0659,-1.2486,-0.2859,350000
f,84,89.3,computer engineering,79,Telangana,2015,500,375,520,0.356536488,285,-1,346,-1,-1,-1,-1,1.4208,1.7109,1.2396,0.1459,0.6721,300000
f,59.6,67.6,information technology,74,Uttar Pradesh,2012,435,545,455,0.765673581,485,-1,-1,-1,-1,-1,-1,0.2782,0.8128,0.5269,-0.34897,-0.6035,240000
f,95,89,computer science & engineering,77,Haryana,2014,595,545,690,0.999910408,615,-1,715,-1,-1,-1,-1,0.5591,1.2114,-0.6048,-0.4879,1.6302,310000
m,88.16,92.5,computer engineering,61.2,Andhra Pradesh,2012,495,575,625,0.983749967,635,-1,-1,-1,-1,-1,-1,1.4374,1.9048,0.9623,0.4442,0.5024,490000
m,78.6,79,electronics and communication engineering,74,Tamil Nadu,2014,675,565,405,0.868736585,335,-1,376,-1,-1,420,-1,0.8463,1.0449,0.7785,-2.643,0.2889,330000
m,88,81.4,computer engineering,75.57,Uttar Pradesh,2011,705,625,625,0.997427833,705,-1,-1,-1,-1,-1,-1,0.51,1.2808,0.0914,-0.7603,0.5024,650000
m,88.4,82,information technology,55.6,Maharashtra,2010,615,525,544,0.843123727,515,-1,-1,-1,-1,-1,-1,-1.4992,0.9688,-0.6343,-0.2902,-1.7093,755000
m,74,63,electronics and communication engineering,65,Haryana,2011,375,445,445,0.023312168,-1,166,-1,-1,-1,260,-1,0.51,-0.7473,0.672,-0.7603,0.0284,600000
m,80.8,66.2,electronics and communication engineering,87.5,Tamil Nadu,2011,535,515,475,0.229481755,425,266,-1,-1,-1,366,-1,0.3555,0.3448,0.672,-1.1128,-0.1295,250000
m,68,78,information technology,63.2,Madhya Pradesh,2013,500,555,665,0.978799293,615,-1,561,-1,-1,-1,-1,-0.3027,-1.9521,-0.6048,0.653,-0.0943,335000
m,82,62,computer engineering,62,Maharashtra,2013,640,535,590,0.953899775,475,-1,530,-1,-1,-1,-1,1.2772,0.5454,1.8543,-0.995,0.0973,350000
f,70,65,computer engineering,74,Punjab,2012,485,485,445,0.600057182,435,-1,-1,-1,-1,-1,-1,0.9737,1.1248,-1.2148,-1.4066,-1.0774,200000
f,85.6,69.6,information technology,76.6,Punjab,2014,535,535,400,0.744758354,-1,-1,438,-1,-1,-1,-1,-1.1644,-0.2871,-1.6807,0.3995,-1.6273,150000
f,91,85,electronics and communication engineering,74,Karnataka,2010,465,495,485,0.376059587,385,300,-1,-1,-1,-1,-1,-0.2628,0.5008,-0.1988,-1.4653,0.0284,680000
m,56.2,70,electronics and electrical engineering,73.25,Delhi,2012,500,440,455,0.694479328,-1,366,-1,-1,-1,-1,-1,0.99,-0.7866,0.1637,1.0333,0.2889,200000
m,74,72,electronics and communication engineering,62.1,Punjab,2014,590,670,500,0.783303537,475,388,-1,-1,-1,-1,-1,-0.4463,0.0459,0.9322,-1.8824,0.4805,320000
f,95,85,electronics and electrical engineering,67,Karnataka,2013,535,510,485,0.193768442,375,-1,-1,-1,324,-1,-1,0.8463,0.7119,0.01,-2.2627,1.0554,315000
f,84.4,74.6,information technology,77.26,Uttar Pradesh,2014,385,510,310,0.276047228,345,-1,-1,-1,-1,-1,-1,0.2718,-0.2871,-1.6807,-0.2344,-0.4776,275000
m,82.33,76.89,information technology,55.89,Maharashtra,2011,515,615,695,0.916869961,555,-1,-1,-1,-1,-1,-1,-0.4173,0.6568,-0.0537,-0.9953,-1.8673,470000
m,58.17,64.31,computer science & engineering,65.33,Rajasthan,2014,485,315,545,0.144789889,445,-1,284,-1,-1,-1,-1,0.2718,0.2124,-0.1437,0.2727,-0.8608,330000
m,77,70,electronics and communication engineering,66.72,Uttar Pradesh,2014,525,590,635,0.112139438,-1,228,-1,-1,-1,388,-1,-0.0154,-0.2871,-1.527,-0.4879,-2.2021,250000
f,84.4,79.4,electronics & telecommunications,80,Orissa,2013,520,555,560,0.376059587,-1,300,-1,-1,-1,340,-1,1.4208,0.3789,1.0859,-0.6147,0.8637,400000
m,70.2,67.4,information technology,66,Chhattisgarh,2013,420,455,440,0.165633092,305,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.3174,0.3995,1.0554,120000
m,71.76,61.5,automobile/automotive engineering,70.09,Orissa,2013,430,365,355,0.414337426,-1,-1,-1,366,-1,-1,-1,-0.3027,0.8784,0.6248,1.1601,1.0554,130000
m,72,55,mechanical engineering,61,Uttar Pradesh,2013,555,555,385,0.328746379,-1,-1,-1,346,-1,-1,-1,-0.4463,-0.1206,-1.0659,-0.1076,-0.0943,240000
f,76.93,79.5,computer engineering,63.25,Maharashtra,2012,394,475,515,0.765673581,485,-1,-1,-1,-1,-1,-1,0.2009,0.9688,-1.7954,-0.4078,0.5419,100000
m,80.4,80,electronics and instrumentation engineering,66.74,Uttar Pradesh,2011,535,615,625,0.824666401,355,400,-1,-1,-1,-1,-1,-1.0355,-0.4353,-2.6662,-0.7603,0.3444,650000
m,78.4,50.2,electrical engineering,64.8,Karnataka,2014,455,435,475,0.557389506,-1,292,-1,-1,420,-1,-1,1.8517,0.0459,-0.7585,-2.136,-0.4776,240000
f,75,71.6,electronics and communication engineering,75.04,Uttar Pradesh,2014,465,535,555,0.649389715,345,356,-1,-1,-1,473,-1,-0.3027,-0.6201,-3.525,-0.2344,-1.4356,300000
m,59,55,mechanical engineering,66,Uttarakhand,2015,325,410,370,0.328746379,-1,-1,-1,346,-1,-1,-1,-3.1752,-0.1206,0.4711,1.6672,0.4805,95000
m,79,72,electronics and communication engineering,78.96,Delhi,2012,565,475,615,0.229481755,485,266,-1,-1,-1,-1,-1,1.4374,1.9048,1.2525,-0.26087,0.8183,240000
m,97.76,96.33,electronics and communication engineering,96.9,Karnataka,2013,650,655,720,0.985461394,-1,500,-1,-1,-1,393,-1,1.5644,0.7119,0.4711,-0.3612,0.2889,800000
m,93.07,90,mechanical engineering,66,Maharashtra,2014,485,450,455,0.598280691,-1,-1,-1,407,-1,-1,-1,-0.3027,-1.4526,-0.2974,1.2869,-1.4356,145000
f,87,75,information technology,65,Karnataka,2012,435,565,575,0.765673581,485,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-1.2511,1.58993,-0.9194,420000
f,78,66.67,computer application,64.67,Rajasthan,2013,365,464,375,0.23780284,425,-1,315,-1,-1,-1,-1,-1.1644,-0.1206,-0.2974,-1.2486,0.8637,160000
m,75.1,63.9,computer engineering,60.65,Uttar Pradesh,2011,475,455,525,0.3423149,365,-1,-1,-1,-1,-1,-1,-0.4595,0.0328,-1.7083,0.2759,0.7657,240000
f,80,78,computer science & engineering,80.35,Haryana,2014,500,505,565,0.622642916,495,-1,407,-1,-1,-1,-1,0.1282,0.7119,0.4711,-1.3753,-0.2859,300000
f,77.7,85.3,information technology,83.9,Tamil Nadu,2010,464,435,554,0.700826162,464,-1,-1,-1,-1,-1,-1,-1.3447,-1.2153,-0.6343,-0.2902,-1.0774,530000
m,82,76.5,electronics engineering,61,Maharashtra,2012,615,525,680,0.376059587,-1,300,-1,-1,-1,-1,-1,-1.308,-0.2871,-0.6048,0.2727,-1.244,405000
f,81,76,information technology,81,West Bengal,2012,675,570,355,0.911395278,515,-1,500,-1,-1,-1,-1,-0.0154,0.7119,-0.7585,1.0333,0.4805,90000
m,74,65.4,computer science & engineering,68,Uttar Pradesh,2013,500,580,665,0.765673581,485,-1,-1,-1,-1,-1,-1,0.2718,0.5454,-0.4511,-0.7415,-0.2859,200000
m,84,93.4,electronics and communication engineering,81,Telangana,2013,685,610,590,0.88162007,405,420,-1,-1,-1,446,-1,0.8463,0.8784,1.0859,-0.4879,0.6721,350000
m,77.2,86.1,computer science & engineering,71,Tamil Nadu,2014,560,485,450,0.622642916,485,-1,407,-1,-1,-1,-1,-0.0154,1.2114,1.0859,-1.5021,0.2889,340000
m,78.66,70.6,electronics and electrical engineering,74.96,Uttar Pradesh,2013,415,485,530,-1,-1,-1,-1,-1,-1,-1,-1,-0.4173,0.1498,-0.598,0.6498,0.1864,215000
m,82.8,92.4,electronics and communication engineering,74.5,Andhra Pradesh,2014,395,510,605,0.338786347,385,292,-1,-1,-1,-1,-1,0.99,0.7119,1.2396,-1.6289,1.0554,280000
f,75.4,75.6,information technology,80.7,Orissa,2011,625,515,535,0.635978756,445,-1,-1,-1,-1,-1,-1,0.3555,1.1248,0.672,0.5323,1.4502,240000
m,68.2,61.2,computer science & engineering,67.6,Haryana,2013,640,555,585,0.622642916,475,-1,407,-1,-1,-1,-1,0.4155,0.2124,-0.2974,-1.3753,-0.2859,325000
m,65.8,67.6,computer application,66.35,Madhya Pradesh,2013,475,485,535,0.622642916,445,-1,407,-1,-1,-1,-1,-0.7335,-0.4536,0.4711,0.2727,0.4805,320000
m,80.4,80.6,electronics and electrical engineering,65.12,Tamil Nadu,2013,545,450,525,-1,275,-1,346,-1,-1,-1,-1,-0.3027,0.2124,-2.2954,-0.995,-0.8608,240000
m,82,94.6,electronics and communication engineering,81.56,Andhra Pradesh,2013,525,605,740,-1,395,-1,-1,-1,-1,-1,-1,-0.4463,0.3789,1.547,-0.6147,0.2889,180000
m,66.67,76,electronics and communication engineering,73.46,Uttar Pradesh,2012,735,580,570,-1,-1,-1,-1,-1,-1,-1,-1,0.1282,-0.4536,-1.2196,-1.2486,-2.0105,245000
m,73.8,60.8,computer science & engineering,85.3,Chhattisgarh,2013,630,580,665,0.744758354,615,-1,438,-1,-1,-1,-1,0.2718,0.7119,0.3174,-0.8682,0.0973,335000
m,65,76.6,computer science & engineering,72,Uttar Pradesh,2011,625,535,605,0.968237496,605,-1,-1,-1,-1,-1,-1,0.2009,0.1888,-0.9245,0.0623,-0.2875,400000
m,75.4,74.7,information technology,63.1,Tamil Nadu,2011,665,665,635,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.2628,0.3448,0.3817,-1.1128,-1.0774,240000
f,64.2,64.1,information technology,71,Madhya Pradesh,2014,510,505,595,0.978799293,455,-1,561,-1,-1,-1,-1,0.4155,0.0459,0.01,0.2727,0.0973,300000
m,71.4,68.8,computer application,79.1,Madhya Pradesh,2013,395,425,590,0.916869961,555,-1,-1,-1,-1,-1,-1,-1.7389,-2.1186,-2.2954,0.0192,-1.8189,170000
m,77.2,79.8,computer science & engineering,74,Uttar Pradesh,2012,415,450,500,0.450876584,395,-1,-1,-1,-1,-1,-1,-0.4463,-0.1206,-0.4511,0.653,-0.2859,180000
m,81.2,68.4,information technology,67.98,Uttar Pradesh,2010,505,525,525,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.7264,1.1248,0.0914,2.53,0.8183,425000
m,83,83,information technology,75.4,Uttar Pradesh,2012,580,570,825,0.968237496,605,-1,-1,-1,-1,-1,-1,0.5591,0.2124,0.01,-0.1076,-0.2859,480000
m,73.4,65.8,information technology,68,Madhya Pradesh,2014,455,505,630,0.356536488,355,-1,346,-1,-1,-1,-1,-1.1644,0.0459,-0.6048,-1.2486,-1.0524,180000
m,89.3,76.4,electronics and communication engineering,76.91,Delhi,2012,535,465,605,0.538386893,-1,333,-1,-1,-1,366,-1,-2.272,-0.4353,-0.344,2.4125,0.1864,140000
f,64.8,75.2,electronics and communication engineering,67.2,Punjab,2014,430,455,320,0.112139438,-1,228,-1,-1,-1,356,-1,0.7027,0.5454,0.9322,0.7798,0.4805,150000
m,74.8,75.4,electronics and communication engineering,64.19,Haryana,2012,605,435,525,0.694479328,-1,366,-1,-1,-1,-1,-1,-1.0135,-0.2793,-0.1988,0.7493,-0.2875,345000
m,68.6,64.8,electronics and communication engineering,60.3,Uttar Pradesh,2014,535,555,560,-1,-1,-1,-1,-1,-1,-1,-1,1.2772,-0.1206,0.01,-0.6147,-0.8608,300000
m,90,79.1,mechanical engineering,75.45,Andhra Pradesh,2011,425,325,505,0.654107475,375,266,-1,420,-1,-1,380,1.9011,0.8128,0.2366,-1.8179,-1.5513,440000
f,90.27,95.41,electronics and communication engineering,85,Tamil Nadu,2013,380,580,445,0.694479328,405,366,-1,-1,-1,340,-1,-0.4463,-0.1206,0.6248,1.2869,1.0554,180000
m,73.5,67,computer science & engineering,66.6,Uttar Pradesh,2012,555,520,500,0.793580615,495,-1,-1,-1,-1,-1,-1,1.4208,0.5454,0.7785,-2.2627,-0.0943,190000
m,62.34,59,electronics and communication engineering,66.66,Madhya Pradesh,2011,565,395,555,0.229481755,-1,266,-1,-1,-1,340,-1,0.8192,-0.1232,-0.9245,-0.0552,1.1343,240000
m,63,62,information technology,79,Rajasthan,2012,580,535,455,0.884122512,535,-1,-1,-1,-1,-1,-1,-0.2628,0.0328,-1.4688,1.9424,-1.3934,445000
f,81,77,electronics and communication engineering,77,Haryana,2011,505,475,505,0.124502074,385,233,-1,-1,-1,-1,-1,-0.1082,-0.4353,-0.6343,0.7673,1.2923,500000
m,66.3,66.67,information technology,68.75,Karnataka,2011,505,415,395,0.765673581,485,-1,-1,-1,-1,-1,-1,-1.3447,0.5008,-1.3599,1.4724,-0.6035,410000
f,83,72.9,electrical engineering,68.5,Andhra Pradesh,2012,360,325,325,0.163630927,-1,-1,-1,-1,313,-1,-1,0.4155,-0.2871,-0.4511,0.7798,-0.0943,215000
m,87.3,89.9,computer science & engineering,67.2,Telangana,2014,500,525,705,0.744758354,645,-1,438,-1,-1,-1,-1,0.1282,0.5454,0.01,-1.5021,-0.0943,600000
m,78.6,69.4,information technology,74.3,Madhya Pradesh,2014,420,445,510,0.486747008,505,-1,376,-1,-1,-1,-1,1.4208,0.7119,-0.2974,-1.6289,-0.2859,350000
m,77,77.14,mechanical engineering,74.36,Tamil Nadu,2014,590,400,560,0.066960707,-1,-1,-1,253,-1,-1,-1,0.8463,-0.6201,0.6248,0.3995,1.4386,300000
m,65,45,computer engineering,72,Orissa,2012,395,635,495,0.704090412,465,-1,-1,-1,-1,-1,-1,-0.2628,-0.5523,-0.598,0.0623,-0.1295,180000
f,81.73,57.11,computer application,85.4,Orissa,2012,505,495,535,0.968237496,605,-1,-1,-1,-1,-1,-1,0.1623,1.4368,0.672,-0.2609,-0.1295,120000
m,73.06,73.67,mechanical engineering,59.5,Maharashtra,2012,395,485,415,0.978855302,-1,-1,-1,564,-1,-1,-1,-0.4173,0.3448,-1.2148,-0.2902,-0.7615,390000
f,88,83,computer science & engineering,85.5,Tamil Nadu,2012,335,400,330,0.23780284,325,-1,315,-1,-1,-1,-1,0.5591,-0.1206,-0.1437,-0.1076,-0.8608,175000
f,78,66.6,electronics and electrical engineering,63,Madhya Pradesh,2012,585,315,455,0.519863918,-1,300,-1,-1,411,-1,-1,-1.3447,-0.2012,0.4906,-0.40777,-1.0774,305000
m,93.4,63,civil engineering,67.8,Jharkhand,2014,675,645,665,0.536782667,355,-1,-1,-1,-1,-1,356,-0.5899,0.2124,0.3174,1.0333,-0.8608,405000
m,85,76,computer engineering,71,Rajasthan,2013,570,520,430,0.81941653,505,-1,-1,-1,-1,-1,-1,1.5644,1.2114,0.6248,0.3995,0.8637,350000
f,90,89.26,electronics and communication engineering,71,Kerala,2013,605,545,585,0.783303537,-1,388,-1,-1,-1,388,-1,0.8463,0.3789,1.0859,-1.7556,-0.0943,325000
f,88.34,71,electronics and electrical engineering,90.44,Uttar Pradesh,2012,525,505,485,0.0587928,-1,200,-1,-1,-1,-1,-1,1.2828,1.2028,-0.7068,-0.6428,0.5024,340000
f,92.5,95.3,computer science & engineering,79.6,Telangana,2013,510,585,650,0.765673581,485,-1,-1,-1,-1,-1,-1,0.5591,1.0449,0.4711,-1.7556,0.0973,325000
m,65.85,56.22,information technology,58.7,Maharashtra,2012,335,525,565,0.525922584,415,-1,-1,-1,-1,-1,-1,1.2056,1.4368,1.9782,1.9424,0.0284,240000
m,64.6,59.8,computer science & engineering,69.02,Karnataka,2013,430,460,415,0.622642916,455,-1,407,-1,-1,-1,-1,-0.8772,-2.1186,0.1637,0.653,-3.3518,200000
m,71.2,72,information technology,76.9,Uttar Pradesh,2014,430,530,630,0.996744487,645,-1,623,-1,-1,-1,-1,0.7027,1.0449,-0.6048,-0.2344,0.2889,265000
f,82.88,87.33,electronics and communication engineering,77.4,Karnataka,2014,545,505,544,0.338786347,315,292,-1,-1,-1,-1,-1,0.7027,0.5454,0.7785,0.0192,-0.4776,220000
m,86.15,83,computer engineering,60.2,Maharashtra,2013,560,505,585,0.842248322,615,-1,469,-1,-1,-1,-1,-0.5899,1.0449,-1.3733,-0.995,-0.4776,335000
